id,Sex,Length,Diameter,Height,Weight,Shucked Weight,Viscera Weight,Shell Weight,Age
4298,M,1.175,0.8875,0.3125,15.09610875,7.10154975,3.3735905,4.252425,9.0
4299,M,1.525,1.2375,0.425,34.23202125,17.90270925,6.747181,8.50485,11.0
4300,F,1.5625,1.2125,0.375,36.27318525,17.13727275,8.26387925,8.9300925,9.0
4301,F,1.4125,1.1625,0.375,27.65493725,13.05494475,6.08096775,7.200773,8.0
4302,F,1.3,1.0,0.375,19.80212575,9.48290775,3.515338,5.5281525,10.0
4303,I,1.1875,0.875,0.3125,12.984071,5.74077375,3.18931875,3.96893,9.0
4304,F,0.9,0.675,0.2,6.6054335,2.56562975,1.34660125,1.984465,6.0
4305,I,1.2375,0.9,0.275,15.87572,7.72523875,3.798833,4.1106775,8.0
4306,I,1.325,1.0125,0.3375,19.83047525,9.87980075,3.95475525,5.6699,8.0
4307,I,0.8125,0.6,0.2125,4.91863825,2.0128145,1.03475675,1.417475,7.0
4308,F,1.65,1.3,0.425,43.02036625,20.14231975,8.77417025,10.8011595,11.0
4309,F,1.625,1.3125,0.425,33.40988575,22.1976585,6.3219385,9.922325,10.0
4310,I,1.0875,0.8125,0.275,9.82310175,4.55009475,2.4097075,2.90582375,7.0
4311,F,1.175,0.9,0.425,27.59823825,12.1052365,6.1518415,7.7961125,16.0
4312,M,1.6125,1.2875,0.425,35.096681,16.48523425,8.37727725,10.9145575,10.0
4313,F,1.5,1.1875,0.4125,29.15746075,10.61688775,6.0951425,10.0640725,16.0
4314,M,1.375,1.1125,0.3875,26.2232875,9.8372765,4.72019175,8.3631025,18.0
4315,F,1.5875,1.275,0.5875,45.472598,16.68368075,9.298636,14.21727425,15.0
4316,F,1.55,1.175,0.425,34.189497,13.2392165,6.747181,10.0640725,13.0
4317,M,1.2625,1.0,0.375,20.28406725,9.07184,4.932813,5.839997,12.0
4318,M,1.3375,1.05,0.375,20.87940675,8.15048125,4.57844425,7.087375,9.0
4319,M,1.425,1.0875,0.3875,27.499015,13.73533275,6.406987,6.9456275,10.0
4320,M,1.55,1.2125,0.4125,34.62891425,17.123098,7.6827145,9.922325,12.0
4321,M,1.5375,1.175,0.4375,32.27590575,14.13222575,6.76135575,8.788345,10.0
4322,I,1.175,0.925,0.2625,13.551061,5.4147545,2.9199985,5.10291,8.0
4323,I,1.35,1.1,0.35,23.28911425,12.00601325,4.3941725,5.216308,8.0
4324,F,0.875,0.65,0.225,5.6699,2.551455,1.190679,1.70097,12.0
4325,I,0.925,0.6875,0.225,6.7188315,2.721552,1.11980525,2.26796,7.0
4326,F,1.5625,1.2375,0.4,31.241149,13.11164375,9.7805775,9.7805775,11.0
4327,F,1.45,1.0875,0.375,28.7747425,12.20445975,5.54232725,8.788345,10.0
4328,M,1.225,0.9375,0.3625,15.7339725,6.78970525,3.69960975,4.40834725,12.0
4329,M,1.4,1.1375,0.375,26.69105425,10.78698475,5.4714535,7.7961125,10.0
4330,F,1.35,1.0375,0.3875,23.700182,8.77417025,4.7343665,7.0590255,13.0
4331,M,1.4875,1.25,0.4125,34.416293,13.154168,5.93922025,10.489315,9.0
4332,M,1.2875,0.9625,0.3125,16.76872925,8.60407325,2.891649,4.6776675,9.0
4333,M,1.375,1.125,0.325,21.50309575,9.979024,3.98310475,6.23689,9.0
4334,I,0.5,0.325,0.1125,1.09145575,0.3118445,0.226796,0.1984465,4.0
4335,M,1.5375,1.1875,0.4375,34.5013415,15.03940975,7.64019025,8.9300925,9.0
4336,I,1.1875,0.9375,0.3375,16.76872925,7.087375,3.55786225,5.2446575,8.0
4337,F,1.5,1.2375,0.4,34.23202125,15.025235,8.20718025,9.39785925,11.0
4338,I,0.825,0.6,0.2,4.8477645,1.85689225,1.03475675,1.5592225,7.0
4339,I,1.0,0.8125,0.2875,9.63883,3.798833,2.05533875,3.2034935,11.0
4340,M,1.65,1.2625,0.4375,33.46658475,13.4660125,7.314171,10.77281,11.0
4341,I,0.6875,0.5125,0.1875,3.67126025,1.57339725,0.94970825,0.963883,6.0
4342,I,1.3125,0.975,0.375,18.38465075,7.257472,4.15320175,5.216308,8.0
4343,I,0.8375,0.625,0.225,5.1312595,2.19708625,1.077281,1.70097,7.0
4344,I,0.9,0.6625,0.2,6.33611325,2.31048425,1.40330025,1.8427175,6.0
4345,F,1.625,1.3125,0.475,45.92619,22.01338675,10.6310625,11.509897,9.0
4346,M,1.35,1.0125,0.3125,18.01610725,7.10154975,5.2446575,5.5281525,8.0
4347,F,1.5125,1.2125,0.4875,34.26037075,13.93377925,7.3425205,9.7805775,10.0
4348,F,1.55,1.2375,0.425,37.9032815,15.1669825,7.52679225,10.489315,10.0
4349,M,1.2125,0.9,0.3125,15.03940975,6.7188315,3.6003865,3.9405805,9.0
4350,M,1.55,1.2,0.375,31.2694985,14.75591475,7.64019025,8.9300925,12.0
4351,I,1.625,1.2375,0.45,36.570855,15.0535845,9.865626,10.489315,11.0
4352,M,1.25,0.9375,0.3125,15.66309875,6.406987,3.515338,4.252425,8.0
4353,F,1.1375,0.875,0.2625,13.210867,5.5281525,2.8066005,3.41611475,8.0
4354,M,1.1875,0.9125,0.3,14.004653,5.4147545,2.551455,4.37999775,9.0
4355,M,1.4875,1.1875,0.4,28.27862625,11.58077075,5.48562825,9.2135875,15.0
4356,F,1.1,0.85,0.2625,12.2753335,6.520385,2.5231055,3.40194,7.0
4357,I,1.3375,1.0625,0.375,23.26076475,10.149121,4.252425,5.2446575,8.0
4358,I,0.6875,0.55,0.1875,2.438057,1.26155275,0.75126175,0.850485,4.0
4359,M,1.4,1.1,0.35,22.12678475,9.76640275,5.3580555,6.23689,10.0
4360,I,0.8125,0.6125,0.2,4.49339575,1.85689225,1.077281,1.2757275,7.0
4361,F,1.425,1.125,0.35,23.00561925,10.81533425,5.71242425,6.23689,11.0
4362,M,1.2,0.9,0.3,14.50076925,6.4920355,2.90582375,3.8271825,7.0
4363,F,1.5625,1.2875,0.4875,36.967748,16.23008875,8.51902475,11.056305,17.0
4364,M,0.7875,0.6,0.2,4.649318,1.871067,1.077281,1.2757275,5.0
4365,F,1.2875,1.0125,0.35,25.2027055,11.04213025,4.706017,6.180191,9.0
4366,F,1.575,1.2125,0.375,35.62114675,14.84096325,8.0229085,9.2135875,12.0
4367,I,1.0,0.775,0.2125,8.51902475,3.685435,1.7293195,2.9766975,7.0
4368,I,1.2875,1.0,0.35,19.17843675,9.42620875,3.515338,5.17378375,10.0
4369,I,1.425,1.1,0.3875,22.97726975,10.149121,4.7910655,6.80388,8.0
4370,I,0.925,0.6625,0.25,8.17883075,4.6776675,1.68679525,2.1262125,7.0
4371,F,1.5625,1.225,0.4125,32.16250775,14.92601175,7.55514175,8.6465975,11.0
4372,F,1.35,1.075,0.4375,24.9192105,12.757275,4.60679375,7.7961125,9.0
4373,M,1.5875,1.2375,0.3875,36.95357325,17.70426275,7.41339425,9.4970825,11.0
4374,M,1.55,1.2125,0.3875,32.98464325,15.52135125,6.520385,8.50485,11.0
4375,M,1.6125,1.3375,0.5625,52.219779,13.6361095,11.24057675,18.8524175,16.0
4376,M,1.475,1.175,0.4,30.900955,14.92601175,5.3013565,8.278054,12.0
4377,F,1.125,0.875,0.35,14.5432935,5.953395,3.30271675,3.8271825,9.0
4378,M,1.45,1.1875,0.425,31.19862475,15.63474925,6.4920355,8.3631025,10.0
4379,F,1.6125,1.25,0.4375,38.00250475,16.726205,8.8166945,9.7805775,15.0
4380,F,1.7125,1.4,0.45,48.874538,19.674553,10.87203325,11.623295,13.0
4381,I,0.875,0.65,0.225,5.25883225,2.19708625,1.1623295,1.7860185,7.0
4382,F,1.8,1.3375,0.4625,49.25725625,19.77377625,10.70193625,13.324265,11.0
4383,M,1.425,1.1125,0.4,26.40755925,10.70193625,6.4353365,8.50485,17.0
4384,I,0.8875,0.675,0.225,5.556502,2.721552,1.020582,1.814368,7.0
4385,I,1.3125,1.0,0.3375,20.31241675,7.994559,4.422522,5.10291,8.0
4386,M,1.4375,1.1125,0.375,24.0687255,10.41844125,5.20213325,7.654365,11.0
4387,M,1.625,1.2125,0.4,34.5013415,16.03164225,6.90310325,9.63883,11.0
4388,M,1.2125,0.95,0.3125,15.43630275,6.53455975,3.7137845,4.6776675,9.0
4389,F,1.6,1.2875,0.475,37.874932,14.92601175,8.0796075,11.1980525,12.0
4390,I,0.8,0.6,0.1875,4.252425,1.60174675,0.58116475,1.2757275,5.0
4391,F,1.4875,1.125,0.425,29.9654215,14.5432935,5.9250455,8.6465975,10.0
4392,I,1.075,0.8125,0.2625,10.41844125,4.6776675,2.097863,3.40194,9.0
4393,F,1.4,1.075,0.35,24.84833675,13.65028425,6.0384435,6.0951425,9.0
4394,M,1.6125,1.3,0.4625,41.23434775,17.690088,9.128539,11.7650425,11.0
4395,F,1.5375,1.2,0.375,31.62386725,14.7133905,7.2858215,8.6465975,12.0
4396,M,1.125,0.875,0.2625,14.61416725,6.7188315,2.721552,3.685435,7.0
4397,I,1.4375,1.125,0.375,22.97726975,9.8372765,5.17378375,6.6621325,8.0
4398,I,0.8125,0.625,0.1875,4.3941725,1.8427175,0.86465975,1.2757275,6.0
4399,F,1.3625,1.05,0.375,25.58542375,13.42348825,5.7549485,6.6621325,9.0
4400,M,1.5625,1.2375,0.475,38.08755325,15.46465225,8.3064035,10.77281,10.0
4401,F,1.4125,1.1,0.375,23.17571625,9.82310175,4.66349275,7.2291225,11.0
4402,F,1.3875,1.1,0.3375,24.42309425,10.77281,4.49339575,7.2291225,12.0
4403,M,1.425,1.125,0.3375,26.71940375,11.8784405,5.3013565,7.5126175,8.0
4404,M,1.7,1.325,0.5125,49.34230475,20.79435825,8.54737425,13.4660125,12.0
4405,I,1.3875,1.025,0.3125,24.93805325,9.28446125,4.77689075,7.49844275,10.0
4406,F,1.4125,1.15,0.3875,29.21415975,9.2135875,6.406987,8.788345,12.0
4407,M,1.4625,1.1625,0.375,26.46425825,12.3320325,5.99591925,7.2291225,11.0
4408,M,1.5625,1.2,0.4375,38.4702715,20.79435825,7.3992195,9.4970825,11.0
4409,I,1.25,0.975,0.3,16.74037975,8.51902475,3.38776525,4.35164825,8.0
4410,M,1.6125,1.2625,0.425,45.68521925,20.0997955,9.00096625,14.74174,21.0
4411,F,1.5,1.175,0.3875,27.5840635,12.09106175,5.9817445,6.80388,10.0
4412,M,1.65,1.3125,0.475,49.25725625,17.293195,8.7599955,13.7495075,18.0
4413,M,1.575,1.225,0.4375,34.74231225,17.61921425,7.2858215,8.9867915,12.0
4414,I,0.9375,0.8125,0.2,6.64795775,2.83495,1.6159215,3.118445,6.0
4415,M,0.9375,0.725,0.25,7.654365,3.2601925,1.814368,2.26796,10.0
4416,M,1.45,1.1375,0.375,26.94619975,12.927372,5.8683465,7.29999625,11.0
4417,F,1.5625,1.25,0.375,36.85435,16.54193325,7.78193775,10.489315,11.0
4418,M,1.9125,1.375,0.475,60.2426875,30.34813975,14.4865945,12.54465375,11.0
4419,I,0.4,0.275,0.0625,0.850485,0.21262125,0.1417475,0.26932025,3.0
4420,M,1.2375,0.8875,0.3,16.17338975,6.10931725,3.27436725,5.10291,9.0
4421,I,1.4375,1.1,0.425,26.54930675,11.5949455,6.973977,6.3786375,8.0
4422,I,1.3375,1.0,0.3,16.45688475,7.93786,3.855532,4.252425,7.0
4423,M,1.3125,1.0,0.3375,16.726205,7.654365,3.27436725,4.9611625,8.0
4424,I,0.9875,0.775,0.25,8.5331995,3.2601925,1.8994165,2.67902775,7.0
4425,I,1.2125,0.9375,0.325,14.628342,6.7755305,3.345241,4.3941725,8.0
4426,M,1.3,1.1,0.375,21.41804725,7.654365,3.7137845,6.80388,10.0
4427,M,1.5875,1.25,0.45,36.7693015,16.612807,8.901743,9.2135875,11.0
4428,M,1.5625,1.2,0.3875,31.19862475,15.35125425,6.4353365,8.7599955,12.0
4429,M,1.5,1.1625,0.4,31.51046925,11.6516445,6.98815175,9.7805775,16.0
4430,M,1.5625,1.1875,0.4375,37.15201975,16.4710595,8.43397625,9.2135875,10.0
4431,F,1.8,1.3125,0.5,51.80871125,23.6151335,11.5949455,13.0691195,13.0
4432,M,1.3625,1.1,0.375,24.73493875,12.587178,5.7549485,5.6699,9.0
4433,M,1.575,1.225,0.35,28.81726675,13.4660125,6.76135575,6.80388,9.0
4434,M,1.4875,1.2125,0.4375,34.9549335,11.07047975,6.4353365,12.5021295,20.0
4435,M,1.275,1.025,0.3875,18.01610725,6.7755305,4.819415,5.386405,14.0
4436,M,1.5375,1.2,0.4125,31.2694985,14.16057525,6.67630725,8.1363065,12.0
4437,M,1.5875,1.2375,0.4375,36.457457,13.13999325,7.144074,11.056305,12.0
4438,I,1.2375,0.95,0.3375,14.5999925,5.6699,3.2034935,5.2446575,10.0
4439,M,1.575,1.225,0.45,32.07745925,14.69921575,7.2858215,8.6465975,13.0
4440,I,1.4375,1.125,0.375,26.308336,10.8578585,5.8116475,7.7961125,14.0
4441,I,1.225,0.975,0.3125,15.74814725,7.0590255,3.2601925,4.649318,8.0
4442,I,1.175,0.9125,0.3,12.37455675,5.0178615,2.79242575,4.252425,7.0
4443,F,1.5875,1.2625,0.4125,35.13920525,14.0897015,8.561549,9.7805775,11.0
4444,I,0.8375,0.6375,0.225,5.06038575,1.74349425,0.963883,1.3891255,6.0
4445,I,1.3,1.0,0.3125,17.02387475,7.7394135,4.025629,5.2446575,9.0
4446,M,0.75,0.5875,0.1875,4.422522,1.91359125,0.97805775,1.2757275,6.0
4447,M,1.5625,1.225,0.4125,31.638042,14.401546,6.4353365,8.334753,11.0
4448,I,0.9125,0.675,0.25,6.30776375,2.84912475,1.48834875,1.871067,6.0
4449,I,1.25,0.9625,0.375,16.839603,7.27164675,2.90582375,5.06038575,9.0
4450,M,1.5375,1.1875,0.375,27.499015,11.396499,5.1879585,8.221355,8.0
4451,I,1.2375,0.925,0.35,20.31241675,7.7394135,4.52174525,5.10291,11.0
4452,I,1.05,0.7875,0.25,9.298636,4.6776675,1.74349425,2.83495,8.0
4453,M,1.4375,1.1375,0.4125,28.2644515,13.87708025,5.76912325,7.314171,12.0
4454,F,1.25,0.9125,0.3,12.74310025,4.63514325,2.99087225,4.252425,9.0
4455,I,1.0125,0.75,0.225,9.11436425,3.78465825,2.02698925,2.3530085,7.0
4456,I,0.8625,0.6375,0.2375,5.2446575,2.551455,1.20485375,1.5592225,7.0
4457,M,1.5875,1.2375,0.3875,36.117263,16.4143605,8.6465975,9.4970825,9.0
4458,M,1.3875,1.025,0.35,20.41164,9.6104805,4.01145425,5.953395,9.0
4459,F,1.45,1.1125,0.4125,29.24250925,13.5227115,6.520385,8.6465975,10.0
4460,F,1.3,1.0,0.3875,21.58814425,8.97261675,5.54232725,6.80388,8.0
4461,I,0.6125,0.4375,0.1375,1.0489315,0.66621325,0.226796,0.56699,5.0
4462,I,1.15,0.825,0.275,11.38232425,5.556502,2.14038725,3.78465825,8.0
4463,F,1.175,0.875,0.3,13.8062065,5.54232725,3.0333965,3.8271825,8.0
4464,M,1.4625,1.125,0.3625,22.15513425,9.87980075,4.309124,6.3786375,9.0
4465,M,1.525,1.1375,0.3875,30.94347925,13.93377925,7.711064,8.50485,9.0
4466,I,1.25,0.925,0.3,14.78426425,7.3425205,2.90582375,3.8271825,8.0
4467,I,0.9,0.675,0.225,6.13766675,2.721552,1.0489315,1.74349425,6.0
4468,I,0.875,0.6625,0.225,5.6699,2.0128145,1.70097,1.70097,8.0
4469,F,1.2,0.9375,0.3375,17.50581625,6.50621025,4.86193925,5.386405,15.0
4470,F,1.6125,1.2625,0.45,39.2073585,16.62698175,9.00096625,11.90679,12.0
4471,I,1.2375,0.95,0.2875,16.839603,8.561549,3.44446425,3.855532,7.0
4472,M,1.3,0.975,0.35,18.75319425,8.334753,4.57844425,4.9611625,8.0
4473,M,1.575,1.2,0.4375,35.81959325,14.92601175,7.86698625,10.0640725,9.0
4474,M,1.3375,1.0625,0.4,27.442316,10.70193625,6.30776375,7.7961125,10.0
4475,M,1.5875,1.25,0.4375,38.88133925,17.84601025,9.525432,10.61688775,9.0
4476,M,1.4375,1.125,0.3375,26.6768795,10.489315,5.046211,7.087375,8.0
4477,M,1.2875,1.0,0.3625,23.00561925,8.334753,4.3941725,6.80388,15.0
4478,I,1.0625,0.825,0.25,9.07184,3.98310475,1.8427175,2.6932025,8.0
4479,F,1.425,1.1,0.3875,30.06464475,10.432616,5.5281525,9.07184,13.0
4480,M,1.5125,1.2,0.3125,27.51318975,12.133586,6.13766675,7.087375,9.0
4481,I,0.7875,0.5875,0.175,5.2446575,2.26796,1.14815475,1.2757275,6.0
4482,F,1.225,0.95,0.3,15.2236815,7.257472,3.061746,4.53592,8.0
4483,F,1.5,1.1875,0.4,30.1355185,12.813974,7.52679225,8.6465975,14.0
4484,F,1.275,1.0,0.3375,22.6796,7.04485075,4.252425,7.087375,12.0
4485,I,1.1,0.875,0.3125,13.90542975,5.34388075,3.18931875,3.685435,8.0
4486,F,1.4875,1.1125,0.3875,30.77281,11.35397475,7.98038425,8.1930055,8.0
4487,I,1.1125,0.825,0.2375,10.44679075,4.03980375,1.8427175,2.83495,8.0
4488,I,1.125,0.8625,0.2625,12.813974,4.63514325,2.721552,3.685435,8.0
4489,I,1.1,0.85,0.2625,10.4609655,4.9044635,2.3530085,2.87747425,6.0
4490,I,1.25,0.9625,0.3125,15.43630275,7.04485075,2.93417325,4.40834725,9.0
4491,I,1.175,0.925,0.3,14.81261375,5.6699,3.4869885,4.309124,8.0
4492,I,0.7625,0.55,0.175,4.6209685,1.74349425,1.0489315,1.2757275,6.0
4493,I,1.3125,1.025,0.3125,18.0586315,9.2702865,3.515338,4.819415,8.0
4494,M,1.7125,1.375,0.475,45.91201525,19.731252,10.0640725,14.74174,13.0
4495,I,0.7375,0.5375,0.1875,3.1467945,1.34660125,0.737087,0.907184,6.0
4496,I,1.1,0.85,0.2875,10.21999475,4.8477645,2.1262125,3.40194,9.0
4497,I,1.45,1.125,0.35,22.12678475,11.15552825,4.12485225,5.5281525,9.0
4498,F,1.55,1.2125,0.4375,42.48172575,20.00057225,7.824462,9.00096625,13.0
4499,I,0.75,0.575,0.1875,3.6003865,1.70097,1.17650425,0.97805775,6.0
4500,I,0.7,0.525,0.2,3.55786225,1.360776,0.56699,0.850485,5.0
4501,M,1.4,1.1125,0.3125,26.138239,10.44679075,4.9044635,8.221355,17.0
4502,F,1.625,1.2625,0.3875,35.0116325,14.92601175,7.6827145,10.61688775,11.0
4503,M,1.5625,1.225,0.3875,31.18445,13.5227115,8.3631025,9.8939755,13.0
4504,I,1.0375,0.75,0.25,8.845044,3.78465825,1.77184375,2.778251,7.0
4505,M,1.45,1.15,0.3375,25.0326085,10.95708175,6.8889285,7.1157245,8.0
4506,F,1.5875,1.25,0.4125,31.1561005,14.92601175,6.64795775,9.2135875,11.0
4507,I,1.0375,0.8125,0.2625,10.19164525,4.989512,2.26796,2.9766975,7.0
4508,I,0.9375,0.6875,0.225,6.81805475,2.65067825,1.8427175,2.26796,7.0
4509,I,1.425,1.125,0.375,23.43086175,11.07047975,4.32329875,6.3786375,9.0
4510,I,1.125,0.9375,0.3125,12.74310025,5.88252125,2.93417325,3.3735905,8.0
4511,F,1.6,1.225,0.425,32.4601775,13.9763035,7.314171,9.922325,10.0
4512,I,0.7125,0.525,0.1625,2.76407625,1.020582,0.60951425,0.850485,7.0
4513,F,1.5,1.1625,0.4,31.18445,13.05494475,7.01650125,9.752228,10.0
4514,F,1.125,0.8375,0.2875,12.71475075,4.6776675,2.6932025,3.118445,14.0
4515,F,1.725,1.3125,0.4375,47.18774275,21.98503725,11.850091,9.922325,12.0
4516,M,1.55,1.125,0.3875,33.8776525,14.8834875,6.30776375,8.3631025,10.0
4517,I,1.55,1.275,0.4375,33.89182725,13.99047825,7.0023265,10.489315,16.0
4518,M,1.5625,1.225,0.4375,35.02580725,17.519991,7.47009325,9.07184,12.0
4519,F,1.7625,1.425,0.4875,51.29842025,26.26581175,11.60912025,13.60776,10.0
4520,F,1.5625,1.2125,0.4125,31.6096925,14.84096325,7.69688925,7.5126175,9.0
4521,M,1.55,1.15,0.4125,32.034935,12.40290625,6.577084,8.46232575,15.0
4522,F,1.3875,1.1,0.3125,23.700182,11.509897,4.63514325,5.5281525,9.0
4523,M,1.375,1.1,0.3875,22.83552225,9.87980075,5.14543425,6.9456275,10.0
4524,M,1.3,1.0375,0.325,21.659018,7.78193775,4.43669675,7.37087,10.0
4525,F,1.275,1.0,0.325,16.99552525,8.3631025,3.7704835,4.53592,8.0
4526,I,1.2875,0.95,0.3125,15.74814725,6.633783,3.061746,5.386405,9.0
4527,I,0.8875,0.7,0.25,6.95980225,3.01922175,1.7293195,2.1262125,7.0
4528,F,1.5,1.1875,0.4,31.62386725,14.061352,8.1363065,8.1363065,11.0
4529,M,1.75,1.3125,0.4625,51.199197,26.0531905,10.035723,11.623295,12.0
4530,I,0.6125,0.4125,0.1,1.31825175,0.83631025,0.510291,0.56699,4.0
4531,I,0.9,0.6875,0.25,6.81805475,3.061746,1.417475,1.984465,6.0
4532,F,1.4125,1.1375,0.375,24.2388225,9.808927,5.726599,7.144074,9.0
4533,F,1.05,0.8375,0.2875,10.27669375,3.798833,2.33883375,3.40194,8.0
4534,I,1.0875,0.775,0.2625,10.2341695,4.6776675,2.3530085,3.5436875,10.0
4535,F,1.35,1.0375,0.4125,29.44095575,11.90679,6.577084,9.7805775,14.0
4536,I,0.9,0.6625,0.2125,5.7549485,2.67902775,1.0489315,1.7860185,6.0
4537,F,1.575,1.25,0.375,32.16250775,14.968536,7.200773,8.6465975,11.0
4538,M,1.4375,1.175,0.4125,32.6869735,15.30873,6.917278,6.9456275,10.0
4539,F,1.6375,1.275,0.4375,36.18813675,18.12950525,9.015141,8.9300925,9.0
4540,I,0.525,0.425,0.125,1.190679,0.5386405,0.340194,0.3685435,4.0
4541,I,0.5,0.3875,0.125,1.54504775,0.60951425,0.340194,0.43941725,5.0
4542,F,1.4625,1.125,0.4,28.70386875,13.0691195,7.597666,8.50485,10.0
4543,M,1.25,1.0375,0.3125,21.9708625,8.34892775,4.5075705,5.5281525,10.0
4544,F,1.4125,1.1625,0.3875,27.9242575,12.587178,6.406987,7.5126175,9.0
4545,F,1.425,1.125,0.3875,28.67551925,12.34620725,6.066793,8.6465975,10.0
4546,M,1.4375,1.0875,0.3875,26.2232875,10.87203325,5.3580555,7.7961125,13.0
4547,I,1.3,1.0375,0.425,23.85610425,8.674947,4.3374735,8.3631025,19.0
4548,F,1.6125,1.3125,0.4375,36.4291075,13.8062065,5.57067675,13.04077,24.0
4549,M,1.3,1.0125,0.3625,22.75047375,9.8939755,5.8683465,5.386405,9.0
4550,I,1.1125,0.825,0.2625,10.41844125,3.40194,2.324659,3.40194,9.0
4551,F,1.4375,1.125,0.3875,29.2283345,13.1825175,6.80388,7.5126175,13.0
4552,M,1.3,1.0375,0.325,22.5378525,10.21999475,4.89028875,6.6621325,8.0
4553,I,0.9375,0.7,0.2,6.95980225,2.664853,1.70097,2.05533875,7.0
4554,I,1.4875,1.0625,0.3375,24.9192105,11.15552825,6.13766675,6.23689,11.0
4555,M,1.5375,1.175,0.3875,28.22192725,13.93377925,6.64795775,6.80388,10.0
4556,M,1.75,1.3375,0.475,52.34735175,22.01338675,11.60912025,15.30873,12.0
4557,M,1.6375,1.2875,0.475,40.1145425,19.03668925,8.34892775,10.58853825,10.0
4558,I,0.9875,0.7625,0.2375,10.44679075,4.9611625,2.2963095,2.551455,7.0
4559,I,1.025,0.75,0.25,8.9300925,4.32329875,1.6159215,3.118445,7.0
4560,I,1.525,1.1875,0.4125,29.15746075,11.0846545,6.42116175,8.6465975,16.0
4561,F,1.5625,1.25,0.4375,36.230661,15.5638755,6.4353365,11.056305,20.0
4562,I,0.95,0.6875,0.2375,7.55514175,2.83495,1.43164975,2.26796,7.0
4563,F,1.5625,1.2,0.375,35.16755475,16.159215,8.221355,9.00096625,11.0
4564,F,1.5375,1.2,0.4125,33.5941575,14.21727425,8.12213175,8.50485,11.0
4565,M,1.5875,1.2625,0.4,39.73182425,19.731252,8.561549,9.7805775,11.0
4566,M,1.6,1.2625,0.425,37.77570875,14.7848365,8.4198015,11.056305,18.0
4567,F,1.5125,1.1875,0.4,30.900955,13.9763035,6.08096775,8.221355,9.0
4568,M,1.6375,1.2625,0.4125,38.612019,18.5122235,8.2497045,11.623295,13.0
4569,I,0.8875,0.7,0.2,6.2085405,2.551455,1.247378,1.97029025,6.0
4570,M,1.1875,0.9625,0.3125,15.762322,6.78970525,2.99087225,4.3941725,9.0
4571,F,1.575,1.2,0.5125,39.3774555,11.49572225,8.85921875,11.623295,16.0
4572,I,1.325,1.0375,0.3375,19.74542675,7.257472,4.932813,5.5281525,13.0
4573,I,1.4375,1.1375,0.3375,27.22969475,13.4093135,6.59125875,6.3786375,8.0
4574,M,1.125,0.875,0.3125,13.25339125,5.556502,2.67902775,4.53592,9.0
4575,I,0.6875,0.5,0.2,2.8066005,1.0489315,0.52446575,0.850485,5.0
4576,F,1.4375,1.175,0.375,28.462898,12.65805175,6.93145275,8.1363065,10.0
4577,F,0.95,0.6875,0.2375,8.50485,3.231843,2.1262125,2.4097075,7.0
4578,F,1.45,1.125,0.35,28.179403,12.20445975,5.59902625,7.5126175,9.0
4579,F,1.25,0.975,0.3,16.71203025,6.87475375,3.61456125,5.386405,9.0
4580,M,0.9625,0.7625,0.2125,8.901743,3.96893,1.51669825,2.26796,7.0
4581,I,1.0,0.75,0.2375,8.06543275,3.912231,1.4458245,2.26796,7.0
4582,I,1.0375,0.775,0.25,9.63883,4.32329875,1.8427175,2.6932025,8.0
4583,F,1.7375,1.2875,0.5125,49.59745025,23.530085,9.11436425,13.60776,12.0
4584,F,1.1625,0.8875,0.3,13.53688625,6.02426875,2.99087225,3.81300775,7.0
4585,I,0.6375,0.4875,0.15,2.608154,1.1056305,0.5953395,0.7087375,5.0
4586,F,1.6,1.225,0.425,32.16250775,13.31009025,7.200773,9.922325,9.0
4587,I,1.3,1.0375,0.3125,17.08057375,7.6260155,3.3735905,4.35164825,9.0
4588,F,1.675,1.275,0.5125,44.09764725,21.488921,8.88756825,11.4815475,10.0
4589,M,1.4625,1.125,0.375,24.7491135,9.6104805,5.23048275,7.654365,9.0
4590,M,1.5,1.1625,0.35,29.313383,14.685041,5.159609,7.654365,9.0
4591,I,1.25,0.9375,0.325,15.77649675,7.04485075,3.30271675,4.53592,7.0
4592,F,1.5625,1.225,0.4375,35.3518265,13.99047825,8.60407325,10.149121,14.0
4593,M,1.3875,1.15,0.3625,24.8625115,10.4609655,4.46504625,7.5126175,12.0
4594,M,1.0875,0.8125,0.3,12.4454305,5.1312595,2.8066005,3.96893,12.0
4595,F,1.7,1.4,0.4375,45.20327775,17.19397175,9.53960675,13.60776,11.0
4596,F,1.625,1.3125,0.475,35.096681,13.8062065,7.04485075,14.5999925,14.0
4597,I,0.425,0.3,0.0625,0.510291,0.21262125,0.18427175,0.1417475,5.0
4598,F,1.375,1.0625,0.325,18.6256215,8.83086925,5.3013565,4.9611625,9.0
4599,M,1.4125,1.1125,0.3625,27.1871705,12.3887315,5.93922025,7.7961125,9.0
4600,M,1.4875,1.175,0.375,30.560761,12.48795475,6.39281225,8.788345,10.0
4601,I,1.1875,0.8875,0.275,14.004653,7.824462,2.5798045,3.96893,7.0
4602,F,1.475,1.125,0.4375,32.16250775,10.75863525,6.05261825,11.3398,16.0
4603,F,1.5125,1.2375,0.4125,39.405805,20.808533,8.448151,9.4970825,14.0
4604,M,1.6125,1.225,0.4,34.9549335,17.16562225,6.3219385,8.6465975,12.0
4605,I,0.825,0.6625,0.225,7.087375,3.118445,1.6159215,1.927766,8.0
